symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-L/100km,preço-binned,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo,price
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6923076923076928,1.1983441361523837,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,Barato,baixo,1,0,0,1,16900.0
0,122.0,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6923076923076928,1.1983441361523837,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,12.368421052631579,9.791666666666666,Barato,baixo,0,1,1,0,16695.0
0,122.0,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6923076923076928,2.0153969562562946,3485,l,four,152,idi,3.7,3.52,21.0,95,4150.0,9.4,9.4,Barato,baixo,1,0,0,1,17075.0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6923076923076928,1.1983441361523837,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,12.368421052631579,9.791666666666666,Barato,baixo,0,1,1,0,16630.0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6923076923076928,1.1983441361523837,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,Barato,baixo,1,0,0,1,17950.0
0,161.0,peugot,four,sedan,rwd,front,108.0,0.897164824603556,0.6837606837606836,0.9123756491160138,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600.0,13.055555555555555,9.791666666666666,Barato,médio,0,1,0,1,18150.0
1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2991452991452991,-1.2119616831541553,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,6.351351351351352,5.7317073170731705,Barato,baixo,0,1,1,0,5572.0
1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2991452991452991,-1.2119616831541553,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,0,1,7957.0
1,154.0,plymouth,four,hatchback,fwd,front,93.7,0.7558865929841423,0.2991452991452991,-1.2936669651645447,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,Barato,baixo,0,1,1,0,6229.0
1,154.0,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.2991452991452991,-1.2119616831541553,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,Barato,baixo,0,1,1,0,6692.0
1,154.0,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.2991452991452991,-1.2119616831541553,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,Barato,baixo,0,1,1,0,7609.0
-1,74.0,plymouth,four,wagon,fwd,front,103.3,0.8390197020663143,0.3675213675213672,2.464776007313443,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,1,0,8921.0
3,122.0,plymouth,two,hatchback,rwd,front,95.9,0.8322921672272945,0.5128205128205127,-1.4570775291853262,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,12.368421052631579,9.791666666666666,Barato,médio,0,1,0,1,12764.0
3,186.0,porsche,two,hatchback,rwd,front,94.5,0.8116290245074483,0.6837606837606836,-1.4570775291853262,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500.0,12.368421052631579,8.703703703703704,Mediano,médio,0,1,1,0,22018.0
3,122.0,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.40170940170940184,-0.8851405551125894,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,Caro,alto,0,1,1,0,32528.0
3,122.0,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.40170940170940184,-0.8851405551125894,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,Caro,alto,0,1,1,0,34028.0
3,122.0,porsche,two,convertible,rwd,rear,89.5,0.8116290245074483,0.40170940170940184,-0.8851405551125894,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,Caro,alto,0,1,1,0,37028.0
0,122.0,renault,four,wagon,fwd,front,96.1,0.8721768380586257,0.52991452991453,0.5855545210744506,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103,5117.587939698493,10.217391304347826,7.580645161290323,Barato,baixo,0,1,1,0,9295.0
2,122.0,renault,two,hatchback,fwd,front,96.1,0.849591542527631,0.5384615384615381,-1.3345196061697409,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103,5117.587939698493,10.217391304347826,7.580645161290323,Barato,baixo,0,1,1,0,9895.0
3,150.0,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212099,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,11.19047619047619,8.392857142857142,Barato,baixo,0,1,1,0,11850.0
2,104.0,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212099,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,Barato,baixo,0,1,1,0,12170.0
3,150.0,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212099,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,Barato,baixo,0,1,1,0,15040.0
2,104.0,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212099,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,Barato,baixo,0,1,1,0,15510.0
3,150.0,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212099,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,12.368421052631579,9.038461538461538,Barato,médio,0,1,0,1,18150.0
2,104.0,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212099,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,12.368421052631579,9.038461538461538,Mediano,médio,0,1,0,1,18620.0
2,83.0,subaru,two,hatchback,fwd,front,93.7,0.7539644401729938,0.264957264957265,-0.027235094003482462,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,7.580645161290323,6.527777777777778,Barato,baixo,0,1,1,0,5118.0
2,83.0,subaru,two,hatchback,fwd,front,93.7,0.758769822200865,0.2820512820512823,-0.027235094003482462,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,7.580645161290323,Barato,baixo,0,1,1,0,7053.0
2,83.0,subaru,two,hatchback,4wd,front,93.3,0.7558865929841423,0.2991452991452991,0.7898177261004283,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,7.580645161290323,Barato,baixo,0,1,1,0,7603.0
0,102.0,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4358974358974365,-0.5174667860658301,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,7.34375,6.351351351351352,Barato,baixo,0,1,1,0,7126.0
0,102.0,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4358974358974365,-0.5174667860658301,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,8.392857142857142,7.121212121212121,Barato,baixo,0,1,1,0,7775.0
0,102.0,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4358974358974365,-0.5174667860658301,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9.038461538461538,7.34375,Barato,baixo,0,1,1,0,9960.0
0,102.0,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.4358974358974365,0.21788075202768845,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,9.791666666666666,9.4,Barato,baixo,0,1,1,0,9233.0
0,102.0,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.4358974358974365,0.21788075202768845,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,9.791666666666666,8.10344827586207,Barato,baixo,0,1,0,1,11259.0
0,89.0,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.4358974358974365,-0.3132035810398524,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,8.392857142857142,7.34375,Barato,baixo,0,1,1,0,7463.0
0,89.0,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.4358974358974365,-0.3132035810398524,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9.4,7.580645161290323,Barato,baixo,0,1,1,0,10198.0
0,85.0,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.4358974358974365,0.46299659805886223,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,10.217391304347826,8.10344827586207,Barato,baixo,0,1,1,0,8013.0
0,85.0,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.4358974358974365,0.46299659805886223,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,10.217391304347826,10.217391304347826,Barato,baixo,0,1,0,1,11694.0
1,87.0,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.2820512820512823,0.29958603403808065,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,6.714285714285714,6.0256410256410255,Barato,baixo,0,1,1,0,5348.0
1,87.0,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.2820512820512823,0.29958603403808065,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,6.184210526315789,Barato,baixo,0,1,1,0,6338.0
1,74.0,toyota,four,hatchback,fwd,front,95.7,0.762614127823162,0.2820512820512823,0.29958603403808065,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,6.184210526315789,Barato,baixo,0,1,1,0,6488.0
0,77.0,toyota,four,wagon,fwd,front,95.7,0.8154733301297453,0.2820512820512823,2.178807520277076,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,6.351351351351352,Barato,baixo,0,1,1,0,6918.0
0,81.0,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.2820512820512823,2.178807520277076,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,7.34375,Barato,baixo,0,1,1,0,7898.0
0,91.0,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.2820512820512823,2.178807520277076,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,7.34375,Barato,baixo,0,1,1,0,8778.0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.35042735042735107,-0.3132035810398524,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,6.351351351351352,Barato,baixo,0,1,1,0,6938.0
0,91.0,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.35042735042735107,-0.39490886305024464,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,6.351351351351352,Barato,baixo,0,1,1,0,7198.0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.35042735042735107,-0.3132035810398524,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,6.911764705882353,6.527777777777778,Barato,baixo,1,0,1,0,7898.0
0,91.0,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.35042735042735107,-0.39490886305024464,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,6.184210526315789,5.0,Barato,baixo,1,0,1,0,7788.0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.35042735042735107,-0.3132035810398524,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,6.184210526315789,5.0,Barato,baixo,0,1,1,0,7738.0
0,91.0,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.35042735042735107,-0.39490886305024464,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,6.911764705882353,Barato,baixo,0,1,1,0,8358.0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.35042735042735107,-0.39490886305024464,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,6.911764705882353,Barato,baixo,0,1,1,0,9258.0
1,168.0,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.47661414506063393,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,6.911764705882353,Barato,baixo,0,1,1,0,8058.0
1,168.0,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.47661414506063393,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,6.911764705882353,Barato,baixo,0,1,1,0,8238.0
1,168.0,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.47661414506063393,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,8.10344827586207,Barato,baixo,0,1,1,0,9298.0
1,168.0,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.47661414506063393,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,8.10344827586207,Barato,baixo,0,1,1,0,9538.0
2,134.0,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.45299145299145266,-0.7217299910918078,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,1,0,8449.0
2,134.0,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.45299145299145266,-0.7217299910918078,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,1,0,9639.0
2,134.0,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.45299145299145266,-0.7217299910918078,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,1,0,9989.0
2,134.0,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.45299145299145266,-0.7217299910918078,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,1,0,11199.0
2,134.0,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.45299145299145266,-0.7217299910918078,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,1,0,11549.0
2,134.0,toyota,two,convertible,rwd,front,98.4,0.8467083133109082,0.45299145299145266,-0.3132035810398524,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,Barato,baixo,0,1,1,0,17669.0
-1,65.0,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.46299659805886223,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.10344827586207,6.911764705882353,Barato,baixo,0,1,1,0,8948.0
-1,65.0,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.46299659805886223,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,7.833333333333333,7.121212121212121,Barato,baixo,1,0,0,1,10698.0
-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.054470188006906874,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,Barato,baixo,0,1,1,0,9988.0
-1,65.0,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.46299659805886223,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,Barato,baixo,0,1,1,0,10898.0
-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.054470188006906874,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,Barato,baixo,0,1,1,0,11248.0
3,197.0,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6324786324786328,-0.7217299910918078,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,11.75,9.791666666666666,Barato,médio,0,1,1,0,16558.0
3,197.0,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6324786324786328,-0.7217299910918078,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,12.368421052631579,9.791666666666666,Barato,médio,0,1,1,0,15998.0
-1,90.0,toyota,four,sedan,rwd,front,104.5,0.9024507448342144,0.52991452991453,0.1361754700172991,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,11.75,9.791666666666666,Barato,médio,0,1,1,0,15690.0
-1,122.0,toyota,four,wagon,rwd,front,104.5,0.9024507448342144,0.52991452991453,0.1361754700172991,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,12.368421052631579,9.791666666666666,Barato,médio,0,1,1,0,15750.0
2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004283,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,5.108695652173913,Barato,baixo,1,0,1,0,7775.0
2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004283,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,Barato,baixo,0,1,1,0,7975.0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004283,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,5.108695652173913,Barato,baixo,1,0,1,0,7995.0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004283,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,Barato,baixo,0,1,1,0,8195.0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004283,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,Barato,baixo,0,1,1,0,8495.0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004283,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,6.351351351351352,5.595238095238095,Barato,baixo,1,0,0,1,9495.0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004283,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,9.038461538461538,7.34375,Barato,baixo,0,1,1,0,9995.0
3,122.0,volkswagen,two,convertible,fwd,front,94.5,0.7654973570398848,0.33333333333333376,0.7489650850952322,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,8.10344827586207,Barato,baixo,0,1,1,0,11595.0
3,256.0,volkswagen,two,hatchback,fwd,front,94.5,0.7962518020182604,0.3162393162393164,-0.9668458371229816,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,8.10344827586207,Barato,baixo,0,1,1,0,9980.0
0,122.0,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.5641025641025647,0.5447018800692545,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,12.368421052631579,9.791666666666666,Barato,baixo,0,1,1,0,13295.0
0,122.0,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.5641025641025647,0.5447018800692545,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,7.121212121212121,6.184210526315789,Barato,baixo,1,0,0,1,13845.0
0,122.0,volkswagen,four,wagon,fwd,front,100.4,0.8798654493032196,0.5641025641025647,0.5447018800692545,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,9.4,7.580645161290323,Barato,baixo,0,1,1,0,12290.0
-2,103.0,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5897435897435901,0.9940809311264059,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,Barato,baixo,0,1,1,0,12940.0
-1,74.0,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5897435897435901,1.5251652641939468,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,Barato,baixo,0,1,1,0,13415.0
-2,103.0,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5897435897435901,0.9940809311264059,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,8.392857142857142,Barato,baixo,0,1,1,0,15985.0
-1,74.0,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5897435897435901,1.5251652641939468,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,8.392857142857142,Barato,baixo,0,1,1,0,16515.0
-2,103.0,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5897435897435901,0.9940809311264059,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,10.681818181818182,Barato,médio,0,1,0,1,18420.0
-1,74.0,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5897435897435901,1.5251652641939468,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,10.681818181818182,Mediano,médio,0,1,0,1,18950.0
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.708112444090036,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,Barato,baixo,0,1,1,0,16845.0
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7264957264957264,0.708112444090036,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,12.368421052631579,9.4,Mediano,médio,0,1,0,1,19045.0
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.708112444090036,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,13.055555555555555,10.217391304347826,Mediano,médio,0,1,1,0,21485.0
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.708112444090036,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,9.038461538461538,8.703703703703704,Mediano,baixo,1,0,0,1,22470.0
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.708112444090036,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,12.368421052631579,9.4,Mediano,baixo,0,1,0,1,22625.0
